InvenTree PK,Reference,Quantity,Value,Footprint,Manufacturer1,MPN1,Manufacturer2,MPN2,Manufacturer3,MPN3
5,R5,1,R000005-5 | R_0402_10R0_F_200ppmK_generic | 0,Resistor_SMD:R_0402_1005Metric,Yageo,RC0402FR-0710RL,Vishay Dale,CRCW040210R0FKED,Stackpole Electronics Inc.,RMCF0402FT10R0
