CATEGORY,SUBCATEGORY,NAME,DESIGNATOR,DESCRIPTION,Type,Number of Positions,Pitch,SYMBOL,FOOTPRINT,CREATED,MANUFACTURER1,MPN1,DSLINK1,SUPPLIER1,SPN1,STATUS1,MANUFACTURER2,MPN2,DSLINK2,SUPPLIER2,SPN2,STATUS2,MANUFACTURER3,MPN3,DSLINK3,SUPPLIER3,SPN3,STATUS3
,,,,,,,,,,DATE/ID,,,URL,,,,,,URL,,,,,,URL,,,
Connectors,JST,Conn_01x02_Pin,J,CONN HEADER R/A 2POS 2.5MM,HEADER,2,2.5 mm,Connector:Conn_01x02_Pin,Connector_JST:JST_XH_S2B-XH-A_1x02_P2.50mm_Horizontal,2025-07-15 BLU,JST Sales America Inc.,S2B-XH-A,https://www.jst-mfg.com/product/pdf/eng/eXH.pdf,DIGIKEY,455-S2B-XH-A-ND,,,,,,,,,,,,,
